,Description,URL,Ability Cost
2373,"The Job Warrior of Light Forwards and Water Forwards other than Refia you control gain +1000 power.
Dull a total of 5 active Water Forwards or Water Backups: Choose 1 Forward opponent controls. Return it to its owner's hand.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/refia,Dull a total of 5 active Water Forwards or Water Backups
2385,"[I][Dull], put Scholar into the Break Zone: Choose 1 Ice Forward of cost 3 or less in your Break Zone. Add it to your hand.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/scholar-ingus,"[I][Dull], put Scholar into the Break Zone"
2391,"The cost required to play  onto the field is reduced by 2.
[G][G][1]: Choose 1 Forward. Deal it 1000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/semih-lafihna,[G][G][1]
2401,"[Dull], put Tellah into the Break Zone: Choose 1 Forward. Deal it 7000 damage.
Recall [S][1][Dull]: Choose 1 Forward. Remove the top card of your deck from the game. Deal it 4000 damage for each CP required to play the removed card.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/tellah,"[Dull], put Tellah into the Break Zone"
2409,"[G][Dull], put Thief into the Break Zone: Your opponent reveals his/her hand. Select 1 Character card from their hand. Your opponent discards this card. You can only use this ability during your turn.
Set",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/thief,"[G][Dull], put Thief into the Break Zone"
2425,"When Vaan enters the field, activate all the Job Sky Pirate you control.
Pyroclasm [S][G][Dull]: Choose 1 Forward. Deal it 2000 damage for each Backup you control.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/vaan-starter,Pyroclasm [S][G][Dull]
2433,"When Volker or a Category XI Forward enters your field, choose 1 Forward. It cannot block this turn.
Vorpal Blade [S]: Choose 1 blocking Forward. Break it.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/volker,Vorpal Blade [S]
2441,Put White Mage into the Break Zone: The Forwards you control don't receive any damage from the Summons or abilities this turn.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/white-mage-luneth,Put White Mage into the Break Zone
2457,"[X][Dull]: Choose 1 Lightning Forward in your Break Zone. If its cost is X, play it onto the field. You can use this ability only during your Main Phase.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-v/zemus,[X][Dull]
2461,"Put Adamantoise into the Break Zone: Choose 1 
Forward. During this turn, the next damage dealt to it 
is reduced by 3000 instead. Draw 1 card.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/adamantoise,Put Adamantoise into the Break Zone
2463,"[G], put Ahriman into the Break Zone: Choose 1 Monster of cost 5 or more. Break it.
[G], put Ahriman into the Break Zone: Choose 1 Forward of cost 5 or more. Break it.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/ahriman,"[G], put Ahriman into the Break Zone"
2469,"When Archer enters the field, deal 1000 damage to all 
the Forwards opponent controls. 
[G][Dull], put Archer into the Break Zone: Deal 2000 
damage to all the Forwards opponent controls.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/archer,"[G][Dull], put Archer into the Break Zone"
2487,"[I][Dull], put Bard into the Break Zone: Choose 1 Forward. 
Dull it.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/bard,"[I][Dull], put Bard into the Break Zone"
2489,"[I][I]2[Dull], put Bard into the Break Zone: Your opponent 
discards 2 cards from his/her hand. You can only use 
this ability during your turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/bard-4-028c,"[I][I]2[Dull], put Bard into the Break Zone"
2491,"Brave
When a Job AVALANCHE Operative you control other
than Barret is put from the field into the Break Zone, 
deal 2000 damage to all the Forwards opponent controls.
Satellite Beam [S][Y][Y][Dull]: Deal 5000 damage to all the 
Forwards opponent controls.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/barret,Satellite Beam [S][Y][Y][Dull]
2503,"[Dull]:, put Black Mage into the Break Zone: Choose 1 dull Forward. Deal it 4000 damage.
",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/black-mage-4-030c,"[Dull]:, put Black Mage into the Break Zone"
2509,"[R]: Until the end of the turn, Bomb also becomes a Forward with 5000 power and ""Put Bomb into the Break Zone: Deal 4000 damage to all Forwards."" You can only use this ability once per turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/bomb,"[R]: Until the end of the turn, Bomb also becomes a Forward with 5000 power and ""Put Bomb into the Break Zone"
2519,"When Celes enters the field, choose 1 Character. 
Freeze it.
When Celes deals damage to your opponent, choose 1 
dull Forward opponent controls. Deal it 4000 damage.
Runic  [S][I]: Choose 1 Summon. Cancel its effect. 
Activate Celes.
",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/celes,Runic  [S][I]
2525,"Cid (WOFF) cannot be broken.
[Dull], put Cid (WOFF) into the Break Zone: Choose 1 
Monster of cost 2 or less in your Break Zone. Play it 
onto the field. You can only use this ability during your 
turn.
",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/cid-woff,"[Dull], put Cid (WOFF) into the Break Zone"
2533,"Brave
The Category VI Forwards other than Cyan you control gain Brave.

Bushido: Fang  [S] Dull: Choose 1 Forward. At the beginning of your next Main Phase 1, if Cyan is on your field, break it.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/cyan,Bushido: Fang  [S] Dull
2543,"[P], put Dragon into the Break Zone: Choose 1 Monster of cost 4 or less. Break it.
[P][1], put Dragon into the Break Zone: Choose 1 Forward of cost 4 or less. Break it.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/dragon,"[P], put Dragon into the Break Zone"
2561,"For each Monster you control, Gau gain +1000 power.
When Gau enters the field, choose 1 Monster of cost 2 or less in your Break Zone. Play it onto the field.
Rage [S][U][Dull]: Choose 1 Forward. Break it. You can only use this ability if you control 3 or more Monsters.
",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/gau,Rage [S][U][Dull]
2563,"When General Leo attacks, choose 1 Forward opponent 
controls. Deal it 2000 damage.
Shock  [S]3: Deal 5000 damage to all the Forwards 
opponent controls.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/general-leo,Shock  [S]3
2571,[I]1[Dull]: Choose 1 Forward. Dull it.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/ghoul,[I]1[Dull]
2573,"[U][Dull], put Gladiator into the Break Zone: Choose 1 Job
Standard Unit Forward of cost 3 or less in your Break 
Zone. Play it onto the field. You can only use this ability 
during your turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/gladiator,"[U][Dull], put Gladiator into the Break Zone"
2581,"1: Until the end of the turn, Green Dragon also 
becomes a Forward with 7000 power. You can only use 
this ability once per turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/green-dragon,1
2587,"If Hildibrand leaves the field due to your opponent's Summons or 
abilities, return him to your hand instead. (Hildibrand does not return 
to your hand if he receives damage higher than his power or if his 
power is reduced to 0.)
Manderville Dance [S][P]: Reveal the top card of your deck. If it is a 
Forward, play it onto the field dull. If not, put it into the Break Zone.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/hildibrand,Manderville Dance [S][P]
2607,"[Dull], put Lancer into the Break Zone: Choose 1 Forward. 
It gains First Strike until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/lancer,"[Dull], put Lancer into the Break Zone"
2619,"Magic Pot enters the field dull.
[Y][Dull], put Magic Pot and 1 Forward into the Break Zone: Search for 1 Forward with the same name as the Forward you put into the Break Zone and play it onto the field. You can only use this ability during your turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/magic-pot,"[Y][Dull], put Magic Pot and 1 Forward into the Break Zone"
2623,"[Dull], put Magus into the Break Zone: Choose 1 active
Forward. Deal it 4000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/magus-4-113c,"[Dull], put Magus into the Break Zone"
2629,Dull 1 active Forward: Choose 1 Forward blocking Marche. Deal it damage equal to the power of the dull Forward.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/marche,Dull 1 active Forward
2649,"[U][Dull], put Moogle (THEATRHYTHM) into the Break 
Zone: Draw 1 card.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/moogle-theatrhythm,Zone
2651,"[Dull], put Mystic into the Break Zone: Choose 1 Forward. 
It loses 1000 power until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/mystic,"[Dull], put Mystic into the Break Zone"
2661,"When Orlandeau enters the field, choose 1 damaged 
Forward. Break it.
Shadowblade [S][P][P]: Choose 1 Forward. It loses 7000 
power until the end of the turn. Activate Orlandeau.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/orlandeau,Shadowblade [S][P][P]
2681,"[R] Dull: : Choose 1 Forward. During this turn, the damage dealt to it is increased by 1000 instead.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/red-mage,[R] Dull: 
2693,"When Sabin enters the field or attacks, choose 1 Forward you control. It cannot be broken this turn.
[R][1]: Sabin gains +2000 power until the end of the turn. You can only use this ability while Sabin is attacking.
Rising Phoenix [S][R][R][2]: Deal 8000 damage to all Forwards. You can only use this ability while Sabin is attacking.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/sabin,[R][1]
2695,"[Dull], put Sage into the Break Zone: Choose 1 Forward you control. If it deals damage to a Forward this turn, the damage increases by 2000 instead.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/sage,"[Dull], put Sage into the Break Zone"
2697,"[I][I][Dull], put Sage into the Break Zone: Choose up to 2 
Forwards opponent controls. Freeze them.
",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/sage-4-031c,"[I][I][Dull], put Sage into the Break Zone"
2701,"[R] Dull, put Scholar into the Break Zone: Choose up to 2 Forwards opponent controls. Deal them 3000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/scholar,"[R] Dull, put Scholar into the Break Zone"
2707,"First Strike
[R][R], remove 1 card in your hand from the game: Choose 1 Forward. Deal it 1000 damage for each CP required to play the removed card.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/shadow,"[R][R], remove 1 card in your hand from the game"
2711,"When Shantotto is dealt damage, deal the same amount 
of damage to all the Forwards other than Shantotto. If 
a Forward damaged by this ability is put into the Break 
Zone this turn, remove it from the game instead. 
Colossal Shantotto [S][Y][Y][Y][Dull]: Deal 5000 damage to all 
the Forwards.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/shantotto,Colossal Shantotto [S][Y][Y][Y][Dull]
2717,"When Steiner enters the field, if you have received 3 
points of damage or more, draw 1 card. 
Dull 1 active Water Forward other than Steiner: Steiner 
gains +1000 power until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/steiner,Dull 1 active Water Forward other than Steiner
2725,"When Tama enters the field, choose 1 Earth Forward of 
cost 5 or less in your Break Zone. Play it onto the field.
6[Dull], put Tama into the Break Zone: choose 1 Earth 
Forward of cost 5 or less in your Break Zone. Play it 
onto the field dull. You can only use this ability during 
your turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/tama,"6[Dull], put Tama into the Break Zone"
2727,"When Terra enters the field, you may search for 1 
Summon of cost 5 or less and add it to your hand.
Riot Blade [S]2[Dull]: Choose 1 Forward. Deal it 6000 
damage. Search for 1 Summon and add it to your 
hand.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/terra,Riot Blade [S]2[Dull]
2731,"When Tonberries enters the field, choose 1 Forward. It 
loses 2000 power until the end of the turn.
Put Tonberries into the Break Zone: Choose 1 Forward. 
It loses 2000 power until the end of the turn.
[U], put Tonberries into the Break Zone: Choose 1 
Forward. It loses 4000 power until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/tonberries,Put Tonberries into the Break Zone
2749,"1,[Dull] put White Mage into the Break Zone: Choose 1 
Forward. Activate it. It gains +1000 power until the 
end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/white-mage,"1,[Dull] put White Mage into the Break Zone"
2751,"Put Yeoman into the Break Zone: Choose 1 Forward. 
It gains First Strike until the end of the turn. Draw 1 
card.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iv/yeoman,Put Yeoman into the Break Zone
2755,"The Job Class Zero Cadet Forwards other than Ace you control gain +1000 power.
Cut Cards[S][R]: Choose 1 Forward. Reveal the top 4 cards of your deck. For each Job Class Zero Cadet revealed this way, deal it 4000 damage. Then, place the revealed cards at the bottom of your deck in any order.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/ace,Cut Cards[S][R]
2775,"[R][R][Dull], put Bard into the Break Zone: All the Forwards you control gain +2000 power until the end of the turn. You can only use this ability during your turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/bard,"[R][R][Dull], put Bard into the Break Zone"
2785,"[P][P][2][Dull], put Black Mage into the Break Zone: Choose 1 active Forward of cost 3 or less. Break it.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/black-mage-3-107c,"[P][P][2][Dull], put Black Mage into the Break Zone"
2793,"[U][U][1][Dull], put Blue Mage into the Break Zone: Choose 1 Forward of cost 5 or higher. Return it to it's owner's hand.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/blue-mage,"[U][U][1][Dull], put Blue Mage into the Break Zone"
2799,"[R][R][R][Dull], put Cannoneer into the Break Zone: Choose 2 Forwards. Deal them 5000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/cannoneer-3-021c,"[R][R][R][Dull], put Cannoneer into the Break Zone"
2803,[P][1][Dull]: put Cannoneer and 1 Backup other than Cannoneer into the Break Zone: Choose 1 forward. Deal it 7000 damage.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/cannoneer-3-115c,[P][1][Dull]: put Cannoneer and 1 Backup other than Cannoneer into the Break Zone
2833,"[Dull], remove Dorgann from the game: Choose 1 Forward. Remove it from the game.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/dorgann,"[Dull], remove Dorgann from the game"
2839,"When Eight enters the field, choose up to 3 Job Class Zero Cadet Characters you control. Activate them.
Phantom Rush [S][G]: During this turn, Eight cannot be chosen by your opponent's Summons or abilities and the next damage dealt to him becomes 0 instead.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/eight,Phantom Rush [S][G]
2841,"[U][U][Dull], put Eiko into the Break Zone: Choose 4 Summons in your Break Zone. Add 1 of them to your hand, and remove the rest from the game.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/eiko-3-126h,"[U][U][Dull], put Eiko into the Break Zone"
2847,"When a Character is put from the field into the Break Zone, you may remove it from the game instead. 
[1]: Choose 1 card in the Break Zone. Remove it from the game.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/enuo,[1]
2851,"When Exdeath attacks, all Characters opponent controls lose their Jobs until the end of the turn.
Grand Cross[S][P][P][P][P][P][P][P]: Remove all Characters on the field other than Exdeath and all cards in the Break Zone from the game.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/exdeath,Grand Cross[S][P][P][P][P][P][P][P]
2855,"If your opponent doesn't control Forwards, put Famed Mimic Gogo into the break zone. 
Power Hit[S]: Choose 1 Forward. Put it into the Break Zone. You can only use this ability if Famed Mimic Gogo has received damage this turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/famed-mimic-gogo,Power Hit[S]
2863,"Haste First Strike
Cherry Blossom[S][P][P]: For each Job Dragoon and Card Name Dragoon you control, deal 2000 damage to all the Forwards opponent controls.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/freya,Cherry Blossom[S][P][P]
2867,"During your turn, if Garland receives damage, reduce the damage by 2000 instead.
Soul of Chaos[S][X][Dull]: Choose 1 Forward. Deal it 6000 damage and 1000 more damage for each CP paid as X.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/garland,Soul of Chaos[S][X][Dull]
2869,"Garnet cannot be chosen by your opponent's Summons.
When you cast a Summon, all the Forwards you control gain +1000 power until the end of the turn.
[U][U]: Cast 1 Summon of cost 3 or less from your hand without paying its cost.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/garnet,[U][U]
2897,"When Izayoi enters the field, you may play 1 Job Class Ninja or Card Name Ninja of cost 3 or less from your hand onto the field. 
Illusions[S][U][U]: Choose up to 2 Forwards. They cannot attack or block this turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/izayoi,Illusions[S][U][U]
2899,"Jack cannot block.
When Jack attacks, Jack does not activate during your next Active Phase.
Reflex[S][P]: Activate Jack. Jack loses all his abilities until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/jack,Reflex[S][P]
2901,"When Kazusa enters the field, each player discards 1 card from his/her hand.
[Dull], put Kazusa into the Break Zone: Each player discards 1 card from his/her hand.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/kazusa,"[Dull], put Kazusa into the Break Zone"
2905,"Haste
When Kelger enters the field, you may play 1 Job Dawn Warrior from your hand onto the field.
Lupine Attack[S]: Kelger gains +6000 power until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/kelger,Lupine Attack[S]
2907,"For each Job Class Zero Cadet Forward other than King you control, King gains +1000 power.
Point-Blank Shot[S][R][Dull]: Choose 1 Forward. Deal it damage equal to King's power.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/king,Point-Blank Shot[S][R][Dull]
2913,"Spellblade: Fira[S][R]: Deal 6000 to all the Forwards opponent controls.
Spellblade: Thundara[S][P]: Choose up to 2 damaged Forwards. Break them.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/krile,Spellblade: Fira[S][R]
2919,"When Lenna enters the field, choose 1 Water Forward of cost 2 or less in your Break Zone. Play it onto the field. 
Arise[S][U][U][U][U][Dull]: Choose 1 Forward other than Light or Dark in your Break Zone. Play it onto the field. You can only use this ability during your turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/lenna,Arise[S][U][U][U][U][Dull]
2925,"The Card Name Palom you control gains +1000 power.
Lightning Brain Buster[S][R][Dull], dull 1 active Card Name Rydia: Choose 1 Forward. Deal it 10000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/luca,"Lightning Brain Buster[S][R][Dull], dull 1 active Card Name Rydia"
2927,"When the Forward damaged by Machina is put from the field into the Break Zone on the same turn, choose 1 Forward opponent controls. Deal it 4000 damage.
Guardian Blades[S][R][R][R][Dull]: Choose 1 Forward opponent controls. Deal it 8000 damage, and deal 4000 damage to all the other Forwards opponent controls.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/machina,Guardian Blades[S][R][R][R][Dull]
2933,"When Mog (IX) enters the field, if you control Card Name Eiko, draw 1 card.
[U][U][1][Dull], put Mog (IX) into the Break Zone: Choose 1 Forward. Return it to its owners hand.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/mog-ix,"[U][U][1][Dull], put Mog (IX) into the Break Zone"
2947,"[G][G][Dull], put Oracle into the Break Zone: Activate all Characters you control.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/oracle,"[G][G][Dull], put Oracle into the Break Zone"
2949,"If a Forward is dealt damage, the damage increases by 1000 instead.
Meteor[S][R][R][R]: Choose up to 3 Forwards opponent controls. Deal 1 of them 6000 damage, 1 of them 4000 damage, and 1 of them 2000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/palom,Meteor[S][R][R][R]
2955,"When Porom enters the field, activate all the Forwards you control. 
Curaga[S]: Choose 1 Forward you control. During this turn, the next damage dealt to it becomes 0 instead.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/porom,Curaga[S]
2957,"Brave
When Prishe is put from the field into the Break Zone, you may play 1 Card Name Prishe from your hand onto the field.
Nullifying Dropkick 2[S][Y][Y][2]: Choose 1 dull Forward. Break it.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/prishe,Nullifying Dropkick 2[S][Y][Y][2]
2961,[U][1][Dull]: Choose 1 Forward. It gains +1000 power for each Forward you control until the end of the turn.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/quacho-queen,[U][1][Dull]
2963,"If you control a Job Class Zero Cadet other than Queen, Queen gains First Strike.
Speedrush[S]: Queen gains Haste and ""Queen cannot be blocked"" until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/queen,Speedrush[S]
2969,"For each Category FFT Forward you control other than Ramza, Ramza gains +1000 power. 
[3]: Choose 1 Category FFT Forward you control. It gains +1000 power, Haste, and First Strike until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/ramza,[3]
2977,"If you control 4 or more Fire Backups, the cost for playing Rubicante onto the field is reduced by 2.
When Rubicante is blocked, choose 1 Forward opponent controls. Deal it 5000 damage.
Inferno[S]: Choose 1 Forward. Deal it 4000 damage. Rubicante gains +2000 power until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/rubicante,Inferno[S]
2981,"When Scarmiglione enters the field from the Break Zone, choose 1 Forward. Deal it damage equal to half of Scarmiglione's power (round up to the nearest 1000).
Living Dead[S]: When Scarmiglione is put from the field into the Break Zone during this turn, return Scarmiglione to the field. It gains +2000 power until the end of the turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/scarmiglione,Living Dead[S]
2989,"The Job Class Zero Cadet Forwards you control cannot be blocked by a Forward of cost 4 or more.
Snakebite[S]: Choose 1 special ability or auto ability. Cancel its effects.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/seven,Snakebite[S]
2991,"When your opponent is dealt damage, activate Shelke.
[I][I][2][Dull]: Choose 1 Forward. Dull it.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/shelke,[I][I][2][Dull]
2995,"When Sice attacks, choose 1 Forward opponent controls. Until the end of the turn, it loses 1000 power for each Job Class Zero Cadet Character you control.
Black Hole[S][P]: Choose 1 Forward. Until the end of the turn, it loses 4000 power.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/sice,Black Hole[S][P]
3003,"[Y][Y][Dull], put Summoner into the Break Zone: Cast 1 Summon of cost 6 or less from your hand without paying the cost.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/summoner-3-081c,"[Y][Y][Dull], put Summoner into the Break Zone"
3011,"[G][1][Dull], put Thief into the Break Zone: Your opponent puts the top 2 cards of his/her deck into the Break Zone.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/thief,"[G][1][Dull], put Thief into the Break Zone"
3013,"[I][I][I][Dull], put Time Mage into the Break Zone: Choose 1 Forward you control. Remove it from the game. Then, play the removed Forward onto the field dull. You can only use this ability during your turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/time-mage,"[I][I][I][Dull], put Time Mage into the Break Zone"
3021,"If you control Card Name Yang, Ursula gains +3000 power.
Twin Wing Frenzy[S][Y][Y]: Choose 1 Forward. Deal it 9000 damage. You can only use this ability if you control Card Name Yang.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/ursula,Twin Wing Frenzy[S][Y][Y]
3025,"Put Vivi into the Break Zone: Choose 1 Forward. Deal it 5000 damage.
[R][R], put Vivi into the Break Zone: Choose 1 Forward. Deal it 8000 damage.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/vivi-starter,Put Vivi into the Break Zone
3033,"[Dull], put WRO Member into the Break Zone: Choose 1 Card Name WRO Commander. It cannot be broken this turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/wro-member-3-085c,"[Dull], put WRO Member into the Break Zone"
3045,"If you control Card Name Ursula, Yang gains +1000 power and Brave.
When Yang enters the Field, you may play 1 Card Name Ursula from your hand onto the field.
Kick[S][Y][1][Dull]: Deal damage equal to half of Yang's power to all the Forwards opponent controls (round up to the nearest 1000).",https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/yang,Kick[S][Y][1][Dull]
3091,BraveMeteorain [S][1][Dull]: Deal 4000 damage to all the Forwards opponent controls.Omnislash [S][3][Dull]: Choose 1 Forward. Break it.,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/cloud-legend,BraveMeteorain [S][1][Dull]: Deal 4000 damage to all the Forwards opponent controls.Omnislash [S][3][Dull]
3117,"The cost to play Golbez onto the field is reduced by 2 for each [Job (Archfiend)] of different names put into your Break Zone. When Golbez attacks, select 1 of the following: Deal all Forwards opponent controls 3000 damage. Choose 1 [Job (Archfiend)] from your Break Zone. Add it to your hand.'",https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/golbez-alternate-art-promo,"The cost to play Golbez onto the field is reduced by 2 for each [Job (Archfiend)] of different names put into your Break Zone. When Golbez attacks, select 1 of the following"
3127,"Haste [1][Dull]: Kain cannot be chosen by your opponent's Summons or abilities until the beginning of your next turn. At the beginning of your next Main Phase and until the end of the same turn, Kain's power will double. You can only use this ability during your turn.",https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/kain-pr-009-2-103h-alternate-art-promo,Haste [1][Dull]
3139,Legion of One [S][P]: Activate Lightning. Lightning gains First Strike until the end of the turn.,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/lightning,Legion of One [S][P]
3145,"When the Forward damaged by Machina is put from the field into the Break Zone on the same turn, choose 1 Forward opponent controls. Deal it 4000 damage.
Guardian Blades [S][R][R][R][Dull]: Choose 1 Forward opponent controls. Deal it 8000 damage, and deal 4000 damage to all the other Forwards opponent controls.",https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/machina-alternate-art-promo,Guardian Blades [S][R][R][R][Dull]
3157,"Haste
[1][Dull], return Onion Knight to its owner's hand: You may play 1 Card Name Onion Knight from your hand onto the field. You can only use this ability during your turn.",https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/onion-knight-alternate-art-promo,"[1][Dull], return Onion Knight to its owner's hand"
3169,Hell's Gate [S][2][Dull]: Choose 1 Backup. Break it.,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/sephiroth,Hell's Gate [S][2][Dull]
3187,"Limit Break [S][E][1]: Until the ned of the turn, Vincent gains +5000 power, First Strike and Brave.",https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/vincent,Limit Break [S][E][1]
3217,"When Aerith enters the field, choose up to 3 Backups you control other than Aerith. Activate them.Planet Protector [S][Dull]: Activate all Forwards you control. They cannot be chosen by Summons or abilities this turn.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/aerith-rare,"When Aerith enters the field, choose up to 3 Backups you control other than Aerith. Activate them.Planet Protector [S][Dull]"
3223,"If you control [Card Name (Ovelia)], the cost for playing Alma onto the field is reduced by 1.[Dull]: Draw 1 card, then discard a card from your hand.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/alma,"If you control [Card Name (Ovelia)], the cost for playing Alma onto the field is reduced by 1.[Dull]"
3241,"[Dull], put Baralai into the Break Zone: Choose up to 2 Forwards. Activate them.",https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/baralai,"[Dull], put Baralai into the Break Zone"
3247,Hammer Blow [S][Y][Y]: Choose 1 Forward. Deal it 4000 damage. Barret gains +4000 power until the end of the turn.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/barret,Hammer Blow [S][Y][Y]
3249,Grenade Bomb [S]: Deal 2000 damage to all the Forwards opponent controls.,https://shop.tcgplayer.com/final-fantasy-tcg/opus-i/barret-starter,Grenade Bomb [S]
