Card Material,Card Type,Category,Cost,Description,Element,Job,Median,Name,Number,Power,Rarity,TCG,URL,set
Foil,Forward,IV,1,"Tsukinowa cannot be blocked by a Forward of cost 3 or more.
If you control Card Name Edge, Tsukinowa gains Haste.",Wind,Ninja,0.48,Tsukinowa,3-060R,2000,Rare,0.39,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/tsukinowa,Opus III
Normal,Summon,XII,7,"If you control a Light Forward, the cost to cast Ultima, the High Seraph is reduced by 2. 
Remove from the game all the Forwards on the field other than Light and Dark. Then, remove from the top of your deck twice the number of cards removed by the previous effect.",Light,,1.07,"Ultima, the High Seraph",3-145L,,Legend,0.77,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/ultima-the-high-seraph,Opus III
Foil,Summon,XII,7,"If you control a Light Forward, the cost to cast Ultima, the High Seraph is reduced by 2. 
Remove from the game all the Forwards on the field other than Light and Dark. Then, remove from the top of your deck twice the number of cards removed by the previous effect.",Light,,2.26,"Ultima, the High Seraph",3-145L,,Legend,1.14,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/ultima-the-high-seraph,Opus III
Normal,Forward,IV,2,"If you control Card Name Yang, Ursula gains +3000 power.
Twin Wing Frenzy[S][Y][Y]: Choose 1 Forward. Deal it 9000 damage. You can only use this ability if you control Card Name Yang.",Earth,Monk,0.13,Ursula,3-073C,6000,Common,0.07,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/ursula,Opus III
Foil,Forward,IV,2,"If you control Card Name Yang, Ursula gains +3000 power.
Twin Wing Frenzy[S][Y][Y]: Choose 1 Forward. Deal it 9000 damage. You can only use this ability if you control Card Name Yang.",Earth,Monk,1.25,Ursula,3-073C,6000,Common,1.08,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/ursula,Opus III
Normal,Forward,IX,3,"When Vivi enters the field, choose 1 Forward opponent controls. Deal it 4000 damage and 1000 more damage for each card in your opponent's hand.
Firaga[S][R][R][R][Dull]: Deal 7000 damage to all Forwards.",Fire,Black Mage,0.91,Vivi,3-017L,4000,Legend,0.77,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/vivi,Opus III
Foil,Forward,IX,3,"When Vivi enters the field, choose 1 Forward opponent controls. Deal it 4000 damage and 1000 more damage for each card in your opponent's hand.
Firaga[S][R][R][R][Dull]: Deal 7000 damage to all Forwards.",Fire,Black Mage,1.77,Vivi,3-017L,4000,Legend,1.94,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/vivi,Opus III
Normal,Forward,IX,2,"Put Vivi into the Break Zone: Choose 1 Forward. Deal it 5000 damage.
[R][R], put Vivi into the Break Zone: Choose 1 Forward. Deal it 8000 damage.",Fire,Black Mage,0.50,Vivi (Starter),3-149S,2000,Starter,0.50,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/vivi-starter,Opus III
Foil,Forward,IX,2,"Put Vivi into the Break Zone: Choose 1 Forward. Deal it 5000 damage.
[R][R], put Vivi into the Break Zone: Choose 1 Forward. Deal it 8000 damage.",Fire,Black Mage,1.22,Vivi (Starter),3-149S,2000,Starter,1.16,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/vivi-starter,Opus III
Normal,Backup,IX,2,"EX BURST When Vivi enters the field, choose 1 Forward opponent controls. Deal it 5000 damage.",Fire,Black Mage,0.25,Vivi EX,3-018C,,Common,0.22,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/vivi-ex,Opus III
Foil,Backup,IX,2,"EX BURST When Vivi enters the field, choose 1 Forward opponent controls. Deal it 5000 damage.",Fire,Black Mage,6.79,Vivi EX,3-018C,,Common,2.13,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/vivi-ex,Opus III
Normal,Forward,VII,3,"If you control Card Name Vincent, WRO Commander gains +1000 power.
The Card Name WRO Member you control gain +2000 power.",Earth,Commander,0.12,WRO Commander,3-086C,7000,Common,0.14,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/wro-commander,Opus III
Foil,Forward,VII,3,"If you control Card Name Vincent, WRO Commander gains +1000 power.
The Card Name WRO Member you control gain +2000 power.",Earth,Commander,0.50,WRO Commander,3-086C,7000,Common,0.48,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/wro-commander,Opus III
Normal,Forward,VII,2,"If you control 2 or more Card Name WRO Member, WRO Member gains +1000 power and Brave.",Earth,Standard Unit,0.13,WRO Member (3-084C),3-084C,6000,Common,0.17,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/wro-member-3-084c,Opus III
Foil,Forward,VII,2,"If you control 2 or more Card Name WRO Member, WRO Member gains +1000 power and Brave.",Earth,Standard Unit,0.48,WRO Member (3-084C),3-084C,6000,Common,0.45,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/wro-member-3-084c,Opus III
Normal,Backup,VII,2,"[Dull], put WRO Member into the Break Zone: Choose 1 Card Name WRO Commander. It cannot be broken this turn.",Earth,Standard Unit,0.12,WRO Member (3-085C),3-085C,,Common,0.11,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/wro-member-3-085c,Opus III
Foil,Backup,VII,2,"[Dull], put WRO Member into the Break Zone: Choose 1 Card Name WRO Commander. It cannot be broken this turn.",Earth,Standard Unit,0.35,WRO Member (3-085C),3-085C,,Common,0.32,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/wro-member-3-085c,Opus III
Normal,Forward,V,1,"If White Mage or a Forward forming a party with White Mage receives damage, the damage decreases by 3000 instead.",Water,Standard Unit,0.14,White Mage,3-136C,3000,Common,0.13,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/white-mage,Opus III
Foil,Forward,V,1,"If White Mage or a Forward forming a party with White Mage receives damage, the damage decreases by 3000 instead.",Water,Standard Unit,0.33,White Mage,3-136C,3000,Common,0.33,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/white-mage,Opus III
Normal,Forward,Type-0,3,"Brave
You can only pay with Ice Backup CP to play White Tiger l'Cie Nimbus from your hand onto the field.",Ice,L'Cie,0.25,White Tiger l'Cie Nimbus,3-046H,8000,Hero,0.18,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/white-tiger-lcie-nimbus,Opus III
Foil,Forward,Type-0,3,"Brave
You can only pay with Ice Backup CP to play White Tiger l'Cie Nimbus from your hand onto the field.",Ice,L'Cie,0.50,White Tiger l'Cie Nimbus,3-046H,8000,Hero,0.50,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/white-tiger-lcie-nimbus,Opus III
Normal,Forward,Type-0,3,"First Strike
When 1 or more Forwards you control are chosen by your opponent's Summon, its effect is cancelled if your opponent doesn't pay [3].",Ice,L'Cie,0.20,White Tiger l'Cie Qun'mi,3-045R,6000,Rare,0.10,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/white-tiger-lcie-qunmi,Opus III
Foil,Forward,Type-0,3,"First Strike
When 1 or more Forwards you control are chosen by your opponent's Summon, its effect is cancelled if your opponent doesn't pay [3].",Ice,L'Cie,0.39,White Tiger l'Cie Qun'mi,3-045R,6000,Rare,0.35,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/white-tiger-lcie-qunmi,Opus III
Normal,Forward,V,3,[Dull]: Choose 1 Forward you control other than Wind Drake. Return it and Wind Drake to their owners' hand.,Wind,Dragon,0.10,Wind Drake,3-067R,7000,Rare,0.07,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/wind-drake,Opus III
Foil,Forward,V,3,[Dull]: Choose 1 Forward you control other than Wind Drake. Return it and Wind Drake to their owners' hand.,Wind,Dragon,0.25,Wind Drake,3-067R,7000,Rare,0.18,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/wind-drake,Opus III
Normal,Forward,V,5,"First Strike
If you control Card Name Galuf or Card Name Kelger or Card Name Dorgann, Xezat gains +1000 power and Brave.",Ice,Dawn Warrior,0.24,Xezat,3-038H,8000,Hero,0.22,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/xezat,Opus III
Foil,Forward,V,5,"First Strike
If you control Card Name Galuf or Card Name Kelger or Card Name Dorgann, Xezat gains +1000 power and Brave.",Ice,Dawn Warrior,0.50,Xezat,3-038H,8000,Hero,0.22,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/xezat,Opus III
Normal,Forward,IV,4,"If you control Card Name Ursula, Yang gains +1000 power and Brave.
When Yang enters the Field, you may play 1 Card Name Ursula from your hand onto the field.
Kick[S][Y][1][Dull]: Deal damage equal to half of Yang's power to all the Forwards opponent controls (round up to the nearest 1000).",Earth,Monk,0.25,Yang,3-095R,8000,Rare,0.26,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/yang,Opus III
Foil,Forward,IV,4,"If you control Card Name Ursula, Yang gains +1000 power and Brave.
When Yang enters the Field, you may play 1 Card Name Ursula from your hand onto the field.
Kick[S][Y][1][Dull]: Deal damage equal to half of Yang's power to all the Forwards opponent controls (round up to the nearest 1000).",Earth,Monk,1.75,Yang,3-095R,8000,Rare,1.75,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/yang,Opus III
Normal,Forward,VII,2,"If you control Card Name Vincent, the cost for playing Yuffie onto the field becomes 0.
The Card Name Vincent you control gains +1000 power and Brave.",Wind,Ninja,0.15,Yuffie,3-069C,5000,Common,0.13,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/yuffie,Opus III
Foil,Forward,VII,2,"If you control Card Name Vincent, the cost for playing Yuffie onto the field becomes 0.
The Card Name Vincent you control gains +1000 power and Brave.",Wind,Ninja,5.76,Yuffie,3-069C,5000,Common,2.18,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/yuffie,Opus III
Normal,Forward,VII,5,"When Zack enters the field, all the Forwards you control gain +2000 power until the end of the turn.
When Zack is put from the field into the Break Zone, you may search for 1 Card Name Cloud of cost 4 or less, and add it to your hand or play it onto the field dull.",Fire,Soldier,6.73,Zack,3-012L,8000,Legend,3.26,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/zack,Opus III
Foil,Forward,VII,5,"When Zack enters the field, all the Forwards you control gain +2000 power until the end of the turn.
When Zack is put from the field into the Break Zone, you may search for 1 Card Name Cloud of cost 4 or less, and add it to your hand or play it onto the field dull.",Fire,Soldier,11.00,Zack,3-012L,8000,Legend,10.50,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/zack,Opus III
Normal,Summon,XII,4,"Break all the dull Forwards of cost 2, 3, 5, 7, 11, and 13 opponent controls.",Ice,,1.12,"Zalera, the Death Seraph",3-037H,,Hero,1.05,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/zalera-the-death-seraph,Opus III
Foil,Summon,XII,4,"Break all the dull Forwards of cost 2, 3, 5, 7, 11, and 13 opponent controls.",Ice,,2.99,"Zalera, the Death Seraph",3-037H,,Hero,3.02,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/zalera-the-death-seraph,Opus III
Normal,Forward,IV,3,"[1][Dull]: Choose 1 Forward. Deal it 7000 damage. You can only use this ability if you control a Card Name Edge.
[P][Dull]: Choose 1 Forward. Deal it 4000 damage.",Lightning,Ninja,0.20,Zangetsu,3-110R,6000,Rare,0.09,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/zangetsu,Opus III
Foil,Forward,IV,3,"[1][Dull]: Choose 1 Forward. Deal it 7000 damage. You can only use this ability if you control a Card Name Edge.
[P][Dull]: Choose 1 Forward. Deal it 4000 damage.",Lightning,Ninja,0.28,Zangetsu,3-110R,6000,Rare,0.49,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/zangetsu,Opus III
Normal,Summon,XII,7,EX BURST Choose up to 1 Forward from your Break Zone of cost equal to or less than the damage you have been dealt. Return it to your hand. Your opponent selects 1 Forward of cost equal to or less than the damage you have been dealt and puts it into the Break Zone.,Earth,,0.28,"Zeromus, the Condemner EX",3-087H,,Hero,0.28,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/zeromus-the-condemner-ex,Opus III
Foil,Summon,XII,7,EX BURST Choose up to 1 Forward from your Break Zone of cost equal to or less than the damage you have been dealt. Return it to your hand. Your opponent selects 1 Forward of cost equal to or less than the damage you have been dealt and puts it into the Break Zone.,Earth,,1.00,"Zeromus, the Condemner EX",3-087H,,Hero,0.69,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/zeromus-the-condemner-ex,Opus III
Normal,Forward,IX,3,"When Zidane enters the field, your opponent reveals his/her hand. Select 1 card from their hand. Your opponent discards this card.
If your opponent has 2 cards or less in his/her hand, Zidane gains +4000 power.",Wind,Thief,5.99,Zidane,3-056H,3000,Hero,4.77,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/zidane,Opus III
Foil,Forward,IX,3,"When Zidane enters the field, your opponent reveals his/her hand. Select 1 card from their hand. Your opponent discards this card.
If your opponent has 2 cards or less in his/her hand, Zidane gains +4000 power.",Wind,Thief,11.00,Zidane,3-056H,3000,Hero,9.49,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/zidane,Opus III
Normal,Forward,IX,3,"If you control a Category IX Forward, the cost for playing Zidane onto the field is reduced by 1.
When Zidane enters the field, select 1 of the following actions. ""Draw 1 card."" ""Your opponent discards 1 card from his/her hand."" ""Activate all Category IX Characters you control.""",Light,Genome,0.71,Zidane (Starter),3-154S,7000,Starter,0.64,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/zidane-starter,Opus III
Foil,Forward,IX,3,"If you control a Category IX Forward, the cost for playing Zidane onto the field is reduced by 1.
When Zidane enters the field, select 1 of the following actions. ""Draw 1 card."" ""Your opponent discards 1 card from his/her hand."" ""Activate all Category IX Characters you control.""",Light,Genome,2.00,Zidane (Starter),3-154S,7000,Starter,1.64,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/zidane-starter,Opus III
Normal,Summon,XII,7,"If you control a Dark Forward, the cost to cast Zodiark, Keeper of Precepts is reduced by 3. 
Break all of the Forwards opponent controls. You receive damage equal to the number of Forwards broken by this effect.",Dark,,1.00,"Zodiark, Keeper of Precepts",3-147L,,Legend,0.86,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/zodiark-keeper-of-precepts,Opus III
Foil,Summon,XII,7,"If you control a Dark Forward, the cost to cast Zodiark, Keeper of Precepts is reduced by 3. 
Break all of the Forwards opponent controls. You receive damage equal to the number of Forwards broken by this effect.",Dark,,2.21,"Zodiark, Keeper of Precepts",3-147L,,Legend,1.99,https://shop.tcgplayer.com/final-fantasy-tcg/opus-iii/zodiark-keeper-of-precepts,Opus III
Normal,Forward,Type-0,3,"The Job Class Zero Cadet Forwards other than Ace you control gain +1000 power.
Cut Cards[S][R]: Choose 1 Forward. Reveal the top 4 cards of your deck. For each Job Class Zero Cadet revealed this way, deal it 4000 damage. Then, place the revealed cards at the bottom of your deck in any order.",Fire,Class Zero Cadet,0.59,Ace - PR-012/3-003R (Alternate Art),PR-012/3-003R,7000,Rare,0.40,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/ace-pr-012-3-003r-alternate-art,FF: Promo Cards
Foil,Forward,Type-0,3,"The Job Class Zero Cadet Forwards other than Ace you control gain +1000 power.
Cut Cards[S][R]: Choose 1 Forward. Reveal the top 4 cards of your deck. For each Job Class Zero Cadet revealed this way, deal it 4000 damage. Then, place the revealed cards at the bottom of your deck in any order.",Fire,Class Zero Cadet,2.25,Ace - PR-012/3-003R (Alternate Art),PR-012/3-003R,7000,Rare,2.17,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/ace-pr-012-3-003r-alternate-art,FF: Promo Cards
Normal,Forward,FFL,3,"EX BURST When Alba enters the field, choose as many Forwards opponent controls as the Job Warrior of Darkness you control. Dull them.
If your opponent controls 2 or more dull Forwards: Alba gains Haste and ""Alba cannot be chosen by your opponent's Summons or abilities"".",Lightning,Warrior of Darkness,0.69,Alba EX (Full Art),PR-058/8-091H,6000,Hero,0.92,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/alba-ex-full-art,FF: Promo Cards
Foil,Forward,FFL,3,"EX BURST When Alba enters the field, choose as many Forwards opponent controls as the Job Warrior of Darkness you control. Dull them.
If your opponent controls 2 or more dull Forwards: Alba gains Haste and ""Alba cannot be chosen by your opponent's Summons or abilities"".",Lightning,Warrior of Darkness,5.07,Alba EX (Full Art),PR-058/8-091H,6000,Hero,4.00,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/alba-ex-full-art,FF: Promo Cards
Normal,Forward,IX,5,"[Dull], put 1 Forward into the Break Zone: Choose 1 Forward. Deal it damage equal to the power of the Forward put in the Break Zone.",Fire,Fighter,0.22,Amarant,PR-013/3-013R,9000,Rare,0.51,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/amarant,FF: Promo Cards
Foil,Forward,IX,5,"[Dull], put 1 Forward into the Break Zone: Choose 1 Forward. Deal it damage equal to the power of the Forward put in the Break Zone.",Fire,Fighter,,Amarant,PR-013/3-013R,9000,Rare,,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/amarant,FF: Promo Cards
Normal,Forward,XV,4,"First Strike
For each Forward other than Aranea you control, Aranea gains +1000 power.
Damage 3 — When Aranea enters the field, choose 1 Lightning Forward of cost 2 or less in your Break Zone. Play it onto the field.
Damage 6 — Aranea gains ""The Forwards you control gain Haste.""",Lightning,Dragoon,N/A,Aranea,PR-067/11-086L,7000,Legend,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/aranea,FF: Promo Cards
Foil,Forward,XV,4,"First Strike
For each Forward other than Aranea you control, Aranea gains +1000 power.
Damage 3 — When Aranea enters the field, choose 1 Lightning Forward of cost 2 or less in your Break Zone. Play it onto the field.
Damage 6 — Aranea gains ""The Forwards you control gain Haste.""",Lightning,Dragoon,6.00,Aranea,PR-067/11-086L,7000,Legend,3.41,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/aranea,FF: Promo Cards
Normal,Backup,Type-0,3,"When Arecia Al-Rashia enters the field, you may search for 1 Category TYPE-0 Forward and add it to your hand.",Lightning,Archsorceress,3.00,Arecia Al-Rashia,PR-017/3-097R,,Rare,3.00,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/arecia-al-rashia,FF: Promo Cards
Foil,Backup,Type-0,3,"When Arecia Al-Rashia enters the field, you may search for 1 Category TYPE-0 Forward and add it to your hand.",Lightning,Archsorceress,,Arecia Al-Rashia,PR-017/3-097R,,Rare,,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/arecia-al-rashia,FF: Promo Cards
Normal,Summon,IX,10,"You can only cast Ark during your turn.
All the Forwards lose 8000 power until the end of the turn. Draw 1 card for each Forward whose power became 0 or less due to the previous effect.",Dark,,0.50,Ark (Full Art),PR-062/8-135H,,Hero,0.62,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/ark-full-art,FF: Promo Cards
Foil,Summon,IX,10,"You can only cast Ark during your turn.
All the Forwards lose 8000 power until the end of the turn. Draw 1 card for each Forward whose power became 0 or less due to the previous effect.",Dark,,8.70,Ark (Full Art),PR-062/8-135H,,Hero,4.03,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/ark-full-art,FF: Promo Cards
Normal,Summon,Special,4,"You can only pay with CP produced by Backups to cast Bahamut.
Choose 1 Forward. Deal it 10000 damage. If it is put from the field into the Break Zone this turn, remove it from the game instead.",Fire,,N/A,Bahamut (Prerelease Promo),PR-043/8-015H,,Hero,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/bahamut-prerelease-promo,FF: Promo Cards
Foil,Summon,Special,4,"You can only pay with CP produced by Backups to cast Bahamut.
Choose 1 Forward. Deal it 10000 damage. If it is put from the field into the Break Zone this turn, remove it from the game instead.",Fire,,7.70,Bahamut (Prerelease Promo),PR-043/8-015H,,Hero,8.30,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/bahamut-prerelease-promo,FF: Promo Cards
Normal,Forward,Dissidia V,4,Bartz has all the jobs.,Wind,Wanderer,0.33,Bartz (Alternate Art Promo),PR-011/1-081R,8000,Rare,0.28,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/bartz-alternate-art-promo,FF: Promo Cards
Foil,Forward,Dissidia V,4,Bartz has all the jobs.,Wind,Wanderer,1.17,Bartz (Alternate Art Promo),PR-011/1-081R,8000,Rare,1.09,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/bartz-alternate-art-promo,FF: Promo Cards
Normal,Forward,V,3,"When Bartz enters the field, choose up to 2 Category V Characters. Activate them.
Spellblade [S]: Choose 1 Forward. Deal it 5000 damage.
Dual-Wield [S]: Until the end of the turn, Bartz gains First Strike and Bartz's power becomes 10000.
Rapid Fire [S]: Until the end of turn, Bartz gains Haste, Brave and ""Bartz can attack 3 times this turn"". You can only use this ability if Bartz used Spellblade and Dual-Wield this turn.",Wind,Warrior of Light,N/A,Bartz (Full Art),PR-083/7-059L,7000,Promo,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/bartz-full-art,FF: Promo Cards
Foil,Forward,V,3,"When Bartz enters the field, choose up to 2 Category V Characters. Activate them.
Spellblade [S]: Choose 1 Forward. Deal it 5000 damage.
Dual-Wield [S]: Until the end of the turn, Bartz gains First Strike and Bartz's power becomes 10000.
Rapid Fire [S]: Until the end of turn, Bartz gains Haste, Brave and ""Bartz can attack 3 times this turn"". You can only use this ability if Bartz used Spellblade and Dual-Wield this turn.",Wind,Warrior of Light,5.95,Bartz (Full Art),PR-083/7-059L,7000,Promo,5.98,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/bartz-full-art,FF: Promo Cards
Normal,Forward,Dissidia V,5,"EX BURST When Bartz enters the field, activate all the Wind Characters you control.",Wind,Wanderer,1.14,Bartz EX (2018 World Champion),PR-050/1-080H,9000,Promo,1.85,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/bartz-ex-2018-world-champion,FF: Promo Cards
Foil,Forward,Dissidia V,5,"EX BURST When Bartz enters the field, activate all the Wind Characters you control.",Wind,Wanderer,13.90,Bartz EX (2018 World Champion),PR-050/1-080H,9000,Promo,6.32,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/bartz-ex-2018-world-champion,FF: Promo Cards
Normal,Forward,X Mobius,7,"When Braska's Final Aeon attacks or is chosen by your opponent's Summons or abilities choose up to 1 Forward the opponent controls. Deal it 10000 damage. This damage cannot be reduced. 
Discard Braska's Final Aeon: choose 1 Forward. Deal it 10000 damage. You can only use this ability if you control 2 or more Job Summoner Forwards and if Braska's Final Aeon is in your hand. ",Fire,Final Aeon,N/A,Braska's Final Aeon (Full Art),PR-084/11-015L,10000,Promo,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/braskas-final-aeon-full-art,FF: Promo Cards
Foil,Forward,X Mobius,7,"When Braska's Final Aeon attacks or is chosen by your opponent's Summons or abilities choose up to 1 Forward the opponent controls. Deal it 10000 damage. This damage cannot be reduced. 
Discard Braska's Final Aeon: choose 1 Forward. Deal it 10000 damage. You can only use this ability if you control 2 or more Job Summoner Forwards and if Braska's Final Aeon is in your hand. ",Fire,Final Aeon,21.21,Braska's Final Aeon (Full Art),PR-084/11-015L,10000,Promo,21.62,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/braskas-final-aeon-full-art,FF: Promo Cards
Normal,Forward,IV Lord of Vermilion,3,"If Cagnazzo receives damage during your opponent's turn, reduce the damage by 4000 instead. 
When Cagnazzo enters the field, all the Forwards opponent controls lose 1000 power for every 2 Water Characters you control.",Water,Archfiend,1.03,Cagnazzo,PR-045/3-130R,5000,Promo,0.61,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/cagnazzo,FF: Promo Cards
Foil,Forward,IV Lord of Vermilion,3,"If Cagnazzo receives damage during your opponent's turn, reduce the damage by 4000 instead. 
When Cagnazzo enters the field, all the Forwards opponent controls lose 1000 power for every 2 Water Characters you control.",Water,Archfiend,17.87,Cagnazzo,PR-045/3-130R,5000,Promo,3.36,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/cagnazzo,FF: Promo Cards
Normal,Forward,Dissidia IV,3,"When you receive damage, choose 1 Forward opponent controls. You may deal it 5000 damage.",Earth,Dark Knight,0.62,Cecil - PR-010/1-108H (Alternate Art Promo),PR-010/1-108H,7000,Hero,0.61,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/cecil-pr-010-1-108h-alternate-art-promo,FF: Promo Cards
Foil,Forward,Dissidia IV,3,"When you receive damage, choose 1 Forward opponent controls. You may deal it 5000 damage.",Earth,Dark Knight,2.39,Cecil - PR-010/1-108H (Alternate Art Promo),PR-010/1-108H,7000,Hero,1.14,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/cecil-pr-010-1-108h-alternate-art-promo,FF: Promo Cards
Normal,Backup,XV,6,"When Cindy enters the field, you may search for up to 2 Category XV Forwards and add them to your hand.
[Dull]: Choose 1 Category XV Forward. It gains Brave until the end of the turn.
[Y][Dull], put Cindy into the Break Zone: Until the end of the turn, all the Category XV Forwards you control gain +3000 power.",Earth,Engineer,N/A,Cindy (Prerelease Promo),PR-068/11-069H,,Promo,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/cindy-prerelease-promo,FF: Promo Cards
Foil,Backup,XV,6,"When Cindy enters the field, you may search for up to 2 Category XV Forwards and add them to your hand.
[Dull]: Choose 1 Category XV Forward. It gains Brave until the end of the turn.
[Y][Dull], put Cindy into the Break Zone: Until the end of the turn, all the Category XV Forwards you control gain +3000 power.",Earth,Engineer,19.89,Cindy (Prerelease Promo),PR-068/11-069H,,Promo,10.78,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/cindy-prerelease-promo,FF: Promo Cards
Normal,Forward,Dissidia VII,4,BraveMeteorain [S][1][Dull]: Deal 4000 damage to all the Forwards opponent controls.Omnislash [S][3][Dull]: Choose 1 Forward. Break it.,Light,SOLDIER,N/A,Cloud (Legend),PR-021/1-182L,8000,Promo,0.00,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/cloud-legend,FF: Promo Cards
Foil,Forward,Dissidia VII,4,BraveMeteorain [S][1][Dull]: Deal 4000 damage to all the Forwards opponent controls.Omnislash [S][3][Dull]: Choose 1 Forward. Break it.,Light,SOLDIER,18.00,Cloud (Legend),PR-021/1-182L,8000,Promo,16.32,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/cloud-legend,FF: Promo Cards
Normal,,,,"FINAL FANTASY TRADING CARD GAME OPUS I
Visit sqex.to/FFTCG for all the latest updates!",,,N/A,Cloud - A-001,A-001,,Promo,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/cloud-a-001,FF: Promo Cards
Foil,,,,"FINAL FANTASY TRADING CARD GAME OPUS I
Visit sqex.to/FFTCG for all the latest updates!",,,N/A,Cloud - A-001,A-001,,Promo,N/A,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/cloud-a-001,FF: Promo Cards
Normal,Forward,VIII DFF,3,"EX BURST When Cloud enters the field, choose 1 Forward opponent controls. If you control a Category VII Forward other than Cloud, deal it 7000 damage.
Blade Beam[S][P][1][Dull], Choose 1 Forward opponent controls. Deal it 8000 damage, and deal 4000 damage to all the other Forwards opponent controls.",Light,Soldier,1.77,Cloud EX,PR-034/4-145H,7000,Promo,1.04,https://shop.tcgplayer.com/final-fantasy-tcg/ff-promo-cards/cloud-ex,FF: Promo Cards
